id,title,year,country,runtime,language,certificate,budget,revenue,avg_rating,vote_count,target,cast_count
1212,Double Jeopardy,1999,USA,105,English,R,116735231.0,70000000.0,6.4000001,56646,0,3.0
1213,Doug's 1st Movie,1999,USA,77,English,G,19421271.0,5000000.0,5.0,2448,0,3.0
1214,Dreaming of Joseph Lees,1999,USA,92,English,R,7680.0,2000000.0,6.4000001,704,0,3.0
1215,Drive Me Crazy,1999,USA,91,English,PG-13,17843379.0,8000000.0,5.69999981,14904,0,3.0
1216,Drop Dead Gorgeous,1999,Germany,97,English,PG-13,10561238.0,10000000.0,6.5,27265,0,3.0
1217,Dudley Do-Right,1999,USA,77,English,PG,9694105.0,22000000.0,3.79999995,8176,0,3.0
1218,East Is East,1999,UK,96,English,R,4170647.0,1900000.0,6.9000001,14548,0,3.0
1219,Edtv,1999,USA,122,English,PG-13,22362500.0,55000000.0,6.0999999,35599,0,3.0
1220,Election,1999,USA,103,English,R,14879556.0,8000000.0,7.30000019,73640,1,3.0
1221,End of Days,1999,USA,121,English,R,66862068.0,83000000.0,5.69999981,89509,0,3.0
1222,Entrapment,1999,USA,113,English,PG-13,87704396.0,66000000.0,6.19999981,88132,0,3.0
1223,eXistenZ,1999,Canada,115,English,R,2840417.0,31000000.0,6.80000019,77493,0,3.0
1224,Eye of the Beholder,1999,Canada,109,English,R,16459004.0,15000000.0,4.9000001,13320,0,3.0
1225,Eyes Wide Shut,1999,UK,159,English,R,55637680.0,65000000.0,7.30000019,227071,1,3.0
1226,Fantasia 2000,1999,USA,74,English,G,60507228.0,80000000.0,7.30000019,27543,1,3.0
1227,Felicia's Journey,1999,Canada,116,English,PG-13,819852.0,0.0,7.0,6690,1,3.0
1228,Fight Club,1999,USA,151,English,R,37023395.0,63000000.0,8.80000019,1347461,1,3.0
1229,Flawless,1999,USA,112,English,R,4485485.0,15000000.0,6.4000001,14612,0,3.0
1230,Foolish,1999,USA,84,English,R,6026908.0,2000000.0,4.30000019,536,0,3.0
1231,For Love of the Game,1999,USA,137,English,PG-13,35168395.0,50000000.0,6.5,26034,0,3.0
1232,Galaxy Quest,1999,USA,102,English,PG,71423726.0,45000000.0,7.30000019,123558,1,3.0
1233,Ghost Dog: The Way of the Samurai,1999,France,116,English,R,3300230.0,0.0,7.5,70084,1,3.0
1234,"Girl, Interrupted",1999,USA,127,English,R,28871190.0,24000000.0,7.30000019,125421,1,3.0
1235,Go,1999,USA,102,English,R,16842303.0,6500000.0,7.30000019,59474,1,3.0
1236,Godzilla 2000,1999,Japan,99,Japanese,PG,10037390.0,1000000000.0,6.0,5442,0,3.0
1237,"Happy, Texas",1999,USA,98,English,PG-13,1943649.0,1700000.0,6.30000019,8697,0,3.0
1238,Held Up,1999,USA,89,English,PG-13,4692814.0,8000000.0,5.0999999,2870,0,3.0
1239,House on Haunted Hill,1999,USA,93,English,R,40846082.0,19000000.0,5.5999999,45317,0,3.0
1240,Human Traffic,1999,UK,99,English,R,104257.0,2200000.0,7.0999999,19194,1,3.0
1241,Idle Hands,1999,USA,92,English,R,4002955.0,20000000.0,6.19999981,33745,0,3.0
1242,In Dreams,1999,USA,100,English,R,11900000.0,30000000.0,5.5,11003,0,3.0
1243,In Too Deep,1999,USA,95,English,R,14003141.0,7000000.0,6.0999999,4598,0,3.0
1244,Inspector Gadget,1999,USA,110,English,PG,97360069.0,75000000.0,4.0999999,36491,0,3.0
1245,Instinct,1999,USA,126,English,R,34098563.0,55000000.0,6.5,27191,0,3.0
1246,Jakob the Liar,1999,France,120,English,PG-13,4956401.0,15000000.0,6.5,12601,0,3.0
1247,Jawbreaker,1999,USA,87,English,R,3071947.0,3500000.0,5.4000001,18711,0,3.0
1248,Jesus' Son,1999,USA,107,English,R,1282084.0,2500000.0,7.0,6221,1,3.0
1249,Just Looking,1999,USA,97,English,R,39852.0,3000000.0,6.69999981,1238,0,3.0
1250,Lake Placid,1999,USA,82,English,R,31768374.0,27000000.0,5.5999999,42761,0,3.0
1251,Light It Up,1999,USA,99,English,R,5871603.0,13000000.0,6.0,3116,0,3.0
1252,Limbo,1999,USA,126,English,R,1997807.0,8000000.0,7.0999999,5158,1,3.0
1253,Love Stinks,1999,USA,94,English,R,2800000.0,4000000.0,5.80000019,4377,0,3.0
1254,Magnolia,1999,USA,188,English,R,22450975.0,37000000.0,8.0,241030,1,3.0
1255,Man on the Moon,1999,UK,118,English,R,34580635.0,52000000.0,7.4000001,100743,1,3.0
1256,Message in a Bottle,1999,USA,131,English,PG-13,52799004.0,55000000.0,6.0999999,28942,0,3.0
1257,Mickey Blue Eyes,1999,UK,102,English,PG-13,33864342.0,40000000.0,5.80000019,29968,0,3.0
1258,Molly,1999,USA,102,English,PG-13,15593.0,21000000.0,5.80000019,2295,0,3.0
1259,Mumford,1999,USA,112,English,R,4554569.0,28000000.0,6.9000001,8134,0,3.0
1260,Muppets from Space,1999,USA,87,English,G,16290976.0,24000000.0,6.19999981,14637,0,3.0
1261,My Favorite Martian,1999,USA,94,English,PG,36830057.0,65000000.0,4.9000001,10883,0,3.0
1262,Mystery Men,1999,USA,121,English,PG-13,29655590.0,65000000.0,6.0,53970,0,3.0
1263,"Mystery, Alaska",1999,Canada,119,English,R,8888143.0,28000000.0,6.69999981,22250,0,3.0
1264,Notting Hill,1999,UK,124,English,PG-13,116006080.0,42000000.0,7.0,203269,1,3.0
1265,Office Space,1999,USA,89,English,R,10824921.0,10000000.0,7.80000019,200293,1,3.0
1266,One Man's Hero,1999,Spain,121,English,R,229311.0,11350000.0,6.19999981,899,0,3.0
1267,Outside Providence,1999,USA,96,English,R,7292175.0,7000000.0,6.4000001,7736,0,3.0
1268,Payback,1999,USA,90,English,R,81517441.0,50000000.0,7.0999999,111368,1,3.0
1269,Play It to the Bone,1999,USA,124,English,R,8427204.0,24000000.0,5.4000001,10100,0,3.0
1270,Pushing Tin,1999,USA,124,English,R,8406264.0,38000000.0,6.0,24826,0,3.0
1271,Random Hearts,1999,USA,133,English,R,31054924.0,64000000.0,5.0999999,17025,0,3.0
1272,Ravenous,1999,Czech Republic,101,English,R,2060953.0,12000000.0,7.0999999,29990,1,3.0
1273,Ride with the Devil,1999,USA,148,English,R,630779.0,35000000.0,6.80000019,11101,0,3.0
1274,Runaway Bride,1999,USA,116,English,PG,152149590.0,70000000.0,5.5,74274,0,3.0
1275,She's All That,1999,USA,95,English,PG-13,63319509.0,10000000.0,5.80000019,67115,0,3.0
1276,Simply Irresistible,1999,Germany,96,English,PG-13,4394936.0,6000000.0,5.30000019,11439,0,3.0
1277,Smiling Fish & Goat on Fire,1999,USA,90,English,R,277233.0,40000.0,7.5999999,2631,1,3.0
1278,Snow Falling on Cedars,1999,USA,127,English,PG-13,14378353.0,36000000.0,6.80000019,12375,0,3.0
1279,South Park: Bigger Longer & Uncut,1999,USA,81,English,R,52008288.0,21000000.0,7.80000019,162037,1,3.0
1280,Speedway Junky,1999,USA,105,English,R,0.0,1000000.0,5.19999981,1434,0,3.0
1281,Star Wars: Episode I - The Phantom Menace,1999,USA,136,English,PG,474544677.0,115000000.0,6.5,534658,0,3.0
1282,Stigmata,1999,USA,103,English,R,50041732.0,29000000.0,6.19999981,54390,0,3.0
1283,Stir of Echoes,1999,USA,99,English,R,21133087.0,12000000.0,7.0,62468,1,3.0
1284,Stuart Little,1999,Germany,84,English,PG,140015224.0,133000000.0,5.9000001,94172,0,3.0
1285,Sugar Town,1999,UK,92,English,R,177840.0,250000.0,6.0999999,708,0,3.0
1286,Summer of Sam,1999,USA,142,English,R,19283782.0,22000000.0,6.5999999,31227,0,3.0
1287,Superstar,1999,USA,81,English,PG-13,30628981.0,14000000.0,5.0,15047,0,3.0
1288,Tea with Mussolini,1999,Italy,117,English,PG,14348123.0,12000000.0,6.9000001,9323,0,3.0
1289,The 13th Warrior,1999,USA,102,English,R,32694788.0,85000000.0,6.5999999,101411,0,3.0
1290,The Adventures of Elmo in Grouchland,1999,USA,73,English,G,11634458.0,17000000.0,5.80000019,2045,0,3.0
1291,The Astronaut's Wife,1999,USA,109,English,R,10654581.0,34000000.0,5.30000019,45497,0,3.0
1292,The Astronaut's Wife,1999,USA,109,English,R,10654581.0,34000000.0,5.30000019,45500,0,3.0
1293,The Basket,1999,USA,105,English,PG,609042.0,1300000.0,6.5,449,0,3.0
1294,The Best Man,1999,USA,120,English,R,34074895.0,9000000.0,6.69999981,6525,0,3.0
1295,The Big Tease,1999,UK,86,English,R,185577.0,4000000.0,6.30000019,2133,0,3.0
1296,The Blair Witch Project,1999,USA,81,English,R,140530114.0,60000.0,6.4000001,186786,0,3.0
1297,The Bone Collector,1999,USA,118,English,R,66488090.0,48000000.0,6.69999981,120202,0,3.0
1298,The Boondock Saints,1999,Canada,102,English,R,0.0,7000000.0,7.9000001,197845,1,3.0
1299,The Corruptor,1999,USA,110,English,R,15156200.0,30000000.0,6.0,15358,0,3.0
1300,The Deep End of the Ocean,1999,USA,106,English,PG-13,13376506.0,40000000.0,6.30000019,10413,0,3.0
1301,The End of the Affair,1999,UK,102,English,R,10660147.0,23000000.0,7.19999981,17740,1,3.0
1302,The General's Daughter,1999,USA,116,English,R,102678089.0,95000000.0,6.30000019,42705,0,3.0
1303,The Green Mile,1999,USA,189,English,R,136801374.0,60000000.0,8.5,782610,1,3.0
1304,The Haunting,1999,USA,113,English,PG-13,91188905.0,80000000.0,4.9000001,58184,0,3.0
1305,The Hurricane,1999,USA,146,English,R,50668906.0,38000000.0,7.5999999,76016,1,3.0
1306,The Insider,1999,USA,157,English,R,28965197.0,68000000.0,7.9000001,133526,1,3.0
1307,The Iron Giant,1999,USA,90,English,PG,23159305.0,70000000.0,8.0,128455,1,3.0
1308,The Limey,1999,USA,89,English,R,3193102.0,9000000.0,7.0999999,24412,1,3.0
1309,The Loss of Sexual Innocence,1999,USA,106,English,R,399793.0,4000000.0,5.4000001,2877,0,3.0
1310,The Matrix,1999,USA,136,English,R,171383253.0,63000000.0,8.69999981,1217752,1,3.0
1311,The Messenger: The Story of Joan of Arc,1999,France,158,English,R,14131298.0,390000000.0,6.4000001,55889,0,3.0
1312,The Muse,1999,USA,97,English,PG-13,11614236.0,15000000.0,5.5999999,9294,0,3.0
1313,The Ninth Gate,1999,Spain,133,English,R,18653746.0,38000000.0,6.69999981,137722,0,3.0
1314,The Omega Code,1999,USA,100,English,PG-13,12610552.0,7500000.0,3.5,4682,0,3.0
1315,The Out-of-Towners,1999,USA,90,English,PG-13,28535768.0,40000000.0,5.30000019,10446,0,3.0
1316,The Rage: Carrie 2,1999,USA,104,English,R,17757087.0,21000000.0,4.5999999,13065,0,3.0
1317,The Sixth Sense,1999,USA,107,English,PG-13,293501675.0,40000000.0,8.10000038,704766,1,3.0
1318,The Story of Us,1999,USA,95,English,R,27067160.0,50000000.0,5.9000001,18404,0,3.0
1319,The Straight Story,1999,France,112,English,G,6197866.0,10000000.0,8.0,63733,1,3.0
1320,The Talented Mr. Ripley,1999,USA,139,English,R,81292135.0,40000000.0,7.30000019,137891,1,3.0
1321,The Thirteenth Floor,1999,Germany,100,English,R,15500000.0,16000000.0,7.0,51996,1,3.0
1322,The Thomas Crown Affair,1999,USA,113,English,R,69304264.0,48000000.0,6.80000019,73068,0,3.0
1323,The Virgin Suicides,1999,USA,90,English,R,4859475.0,6000000.0,7.19999981,116910,1,3.0
1324,The Woman Chaser,1999,USA,88,English,,110720.0,1200000.0,7.30000019,524,1,3.0
1325,The Wood,1999,USA,106,English,R,25047631.0,6000000.0,6.9000001,6585,0,3.0
1326,The World Is Not Enough,1999,UK,128,English,PG-13,126930660.0,135000000.0,6.4000001,157519,0,3.0
1327,Three Kings,1999,USA,114,English,R,60652036.0,48000000.0,7.0999999,137854,1,3.0
1328,Three to Tango,1999,Australia,98,English,PG-13,10544143.0,20000000.0,6.0999999,16372,0,3.0
1329,Topsy-Turvy,1999,UK,154,English,R,6201757.0,10000000.0,7.4000001,10037,1,3.0
1330,Toy Story 2,1999,USA,82,English,G,245823397.0,90000000.0,7.9000001,385871,1,3.0
1331,Trippin',1999,USA,94,English,R,9016377.0,0.0,5.19999981,1004,0,3.0
1332,Tumbleweeds,1999,USA,102,English,PG-13,1281176.0,312000.0,6.69999981,2932,0,3.0
1333,Twin Falls Idaho,1999,USA,111,English,R,985341.0,500000.0,7.30000019,3479,1,3.0
1334,Universal Soldier: The Return,1999,USA,83,English,R,10431220.0,24000000.0,4.0999999,24216,0,3.0
1335,Varsity Blues,1999,USA,106,English,R,52885587.0,16000000.0,6.4000001,35312,0,3.0
1336,Wild Wild West,1999,USA,106,English,PG-13,113745408.0,170000000.0,4.80000019,129601,0,3.0
1337,Wing Commander,1999,USA,100,English,PG-13,11576087.0,30000000.0,4.0999999,14747,0,3.0
1338,102 Dalmatians,2000,USA,100,English,G,66941559.0,85000000.0,4.80000019,26413,0,3.0
1339,28 Days,2000,USA,103,English,PG-13,37035515.0,43000000.0,6.0,34597,0,3.0
1340,3 Strikes,2000,USA,82,English,R,9821335.0,6000000.0,4.0,1415,0,3.0
1341,Aberdeen,2000,UK,106,English,,64148.0,6500000.0,7.30000019,2601,1,3.0
1342,All the Pretty Horses,2000,USA,220,English,PG-13,15527125.0,57000000.0,5.80000019,11388,0,3.0
1343,Almost Famous,2000,USA,152,English,R,32522352.0,60000000.0,7.9000001,207287,1,3.0
1344,American Psycho,2000,USA,102,English,R,15047419.0,7000000.0,7.5999999,357275,1,3.0
1345,Amores Perros,2000,Mexico,115,Spanish,R,5383834.0,2000000.0,8.10000038,173551,1,3.0
1346,An Everlasting Piece,2000,USA,103,English,R,75078.0,14000000.0,6.30000019,1398,0,3.0
1347,Anatomy,2000,Germany,103,German,R,5725.0,8400000.0,6.0999999,10220,0,3.0
1348,Autumn in New York,2000,USA,103,English,PG-13,37752931.0,40000000.0,5.5,20201,0,3.0
1349,Bamboozled,2000,USA,135,English,R,2185266.0,10000000.0,6.5,8720,0,3.0
1350,Battlefield Earth,2000,USA,119,English,PG-13,21471685.0,44000000.0,2.4000001,65464,0,3.0
1351,Bedazzled,2000,USA,93,English,PG-13,37879996.0,48000000.0,6.0,81888,0,3.0
1352,Best in Show,2000,USA,90,English,PG-13,18621249.0,6000000.0,7.5,45859,1,3.0
1353,Big Momma's House,2000,USA,99,English,PG-13,117559438.0,30000000.0,5.0999999,66941,0,3.0
1354,Billy Elliot,2000,UK,110,English,R,21994911.0,5000000.0,7.69999981,98354,1,3.0
1355,Bless the Child,2000,USA,107,English,R,29374178.0,40000000.0,5.0999999,12093,0,3.0
1356,Boiler Room,2000,USA,120,English,R,16938179.0,8000000.0,7.0,41313,1,3.0
1357,Book of Shadows: Blair Witch 2,2000,USA,90,English,R,26421314.0,15000000.0,4.0,28964,0,3.0
1358,Boys and Girls,2000,USA,94,English,PG-13,20627372.0,16000000.0,5.30000019,13661,0,3.0
1359,Bring It On,2000,USA,98,English,PG-13,68353550.0,10000000.0,5.9000001,70141,0,3.0
1360,Brother,2000,USA,114,English,R,447750.0,10000000.0,7.19999981,18520,1,3.0
1361,Cast Away,2000,USA,143,English,PG-13,233630478.0,90000000.0,7.69999981,394317,1,3.0
1362,Cecil B. DeMented,2000,France,87,English,R,1276984.0,10000000.0,6.19999981,11403,0,3.0
1363,Center Stage,2000,USA,115,English,PG-13,17174870.0,18000000.0,6.69999981,15817,0,3.0
1364,Charlie's Angels,2000,USA,94,English,PG-13,125305545.0,92000000.0,5.5,145350,0,3.0
1365,Chicken Run,2000,UK,84,English,G,106793915.0,45000000.0,7.0,140499,1,3.0
1366,Chocolat,2000,UK,121,English,PG-13,71309760.0,25000000.0,7.30000019,150308,1,3.0
1367,Chuck & Buck,2000,USA,96,English,R,1050600.0,250000.0,6.5999999,4662,0,3.0
1368,Coyote Ugly,2000,USA,107,English,PG-13,60786269.0,45000000.0,5.5999999,90539,0,3.0
1369,"Crouching Tiger, Hidden Dragon",2000,Taiwan,120,Mandarin,PG-13,128067808.0,15000000.0,7.9000001,217740,1,3.0
1370,Dancer in the Dark,2000,Denmark,140,English,R,4157491.0,12800000.0,8.0,79330,1,3.0
1371,Digimon: The Movie,2000,USA,82,English,PG,9628751.0,5000000.0,5.9000001,5164,0,3.0
1372,Dinner Rush,2000,USA,99,English,R,110000.0,0.0,7.30000019,4359,1,3.0
1373,Dinosaur,2000,USA,82,English,PG,137748063.0,127500000.0,6.5,38438,0,3.0
1374,Down to You,2000,USA,91,English,PG-13,20035310.0,9000000.0,4.9000001,12324,0,3.0
1375,Dracula 2000,2000,USA,99,English,R,33000377.0,28000000.0,4.9000001,27378,0,3.0
1376,Drowning Mona,2000,USA,96,English,PG-13,15427192.0,16000000.0,5.5999999,11768,0,3.0
1377,"Dude, Where's My Car?",2000,USA,83,English,PG-13,46729374.0,13000000.0,5.5,116625,0,3.0
1378,Duets,2000,USA,112,English,R,4734235.0,15000000.0,6.0,8217,0,3.0
1379,Erin Brockovich,2000,USA,131,English,R,125548685.0,52000000.0,7.30000019,135246,1,3.0
1380,Everything Put Together,2000,USA,87,English,R,0.0,100000.0,6.5999999,601,0,3.0
1381,Final Destination,2000,USA,98,English,R,53302314.0,23000000.0,6.69999981,181058,0,3.0
1382,Finding Forrester,2000,USA,136,English,PG-13,51768623.0,43000000.0,7.30000019,73006,1,3.0
1383,Fiza,2000,India,167,Hindi,,610991.0,1000000.0,6.19999981,2715,0,3.0
1384,Frequency,2000,USA,118,English,PG-13,44983704.0,31000000.0,7.30000019,81866,1,3.0
1385,George Washington,2000,USA,90,English,Unrated,241816.0,42000.0,7.5,6246,1,3.0
1386,Get Carter,2000,USA,102,English,R,14967182.0,40000000.0,5.0999999,27305,0,3.0
1387,Gladiator,2000,USA,171,English,R,187670866.0,103000000.0,8.5,982637,1,3.0
1388,Gone in Sixty Seconds,2000,USA,127,English,PG-13,101643008.0,90000000.0,6.5,218341,0,3.0
1389,Gossip,2000,USA,90,English,R,5108820.0,24000000.0,5.9000001,12519,0,3.0
1390,Groove,2000,USA,86,English,R,1114943.0,500000.0,6.5,3562,0,3.0
1391,Gun Shy,2000,USA,101,English,R,1631839.0,10000000.0,5.69999981,5936,0,3.0
1392,Hanging Up,2000,Germany,94,English,PG-13,36037909.0,60000000.0,4.69999981,10132,0,3.0
1393,Here on Earth,2000,USA,96,English,PG-13,10494147.0,15000000.0,5.0999999,7403,0,3.0
1394,High Fidelity,2000,UK,113,English,R,27277055.0,20000000.0,7.5999999,143137,1,3.0
1395,Highlander: Endgame,2000,USA,101,English,R,12801190.0,15000000.0,4.5999999,16340,0,3.0
1396,Hollow Man,2000,USA,119,English,R,73209340.0,95000000.0,5.69999981,101834,0,3.0
1397,How the Grinch Stole Christmas,2000,USA,110,English,PG,260031035.0,123000000.0,6.0,141414,0,3.0
1398,Hum To Mohabbat Karega,2000,India,104,Hindi,,0.0,0.0,2.79999995,275,0,3.0
1399,I Dreamed of Africa,2000,USA,114,English,PG-13,6543194.0,34000000.0,5.5999999,3740,0,3.0
1400,Isn't She Great,2000,USA,95,English,R,2954405.0,36000000.0,5.30000019,1977,0,3.0
1401,Keeping the Faith,2000,USA,128,English,PG-13,37036404.0,30000000.0,6.4000001,44816,0,3.0
1402,Lisa Picard Is Famous,2000,USA,90,English,PG-13,112521.0,0.0,5.69999981,455,0,3.0
1403,Little Nicky,2000,USA,90,English,PG-13,39442871.0,80000000.0,5.30000019,80639,0,3.0
1404,Loser,2000,USA,98,English,PG-13,15464026.0,20000000.0,5.30000019,23076,0,3.0
1405,Lost Souls,2000,USA,97,English,R,16779636.0,28000000.0,4.80000019,9338,0,3.0
1406,Love & Basketball,2000,USA,124,English,PG-13,27441122.0,15000000.0,7.19999981,14322,1,3.0
1407,Lucky Numbers,2000,France,105,English,R,10014234.0,65000000.0,5.0,8560,0,3.0
1408,Luminarias,2000,USA,100,English,R,428535.0,1000000.0,3.5999999,505,0,3.0
1409,"Me, Myself & Irene",2000,USA,116,English,R,90567722.0,51000000.0,6.5,185878,0,3.0
1410,Meet the Parents,2000,USA,108,English,PG-13,166225040.0,55000000.0,7.0,260442,1,3.0
1411,Memento,2000,USA,113,English,R,25530884.0,9000000.0,8.5,845580,1,3.0
1412,Men of Honor,2000,USA,129,English,R,48814909.0,32000000.0,7.19999981,89424,1,3.0
1413,Mercy Streets,2000,USA,106,English,PG-13,171988.0,600000.0,5.5999999,448,0,3.0
1414,Michael Jordan to the Max,2000,USA,46,English,,18642318.0,0.0,7.5,1723,1,3.0
1415,Miss Congeniality,2000,USA,109,English,PG-13,106807667.0,45000000.0,6.19999981,137377,0,3.0
1416,Mission to Mars,2000,USA,114,English,PG,60874615.0,90000000.0,5.5999999,60467,0,3.0
1417,Mission: Impossible II,2000,USA,123,English,PG-13,215397307.0,125000000.0,6.0999999,242188,0,3.0
1418,My Dog Skip,2000,USA,95,English,PG,34099640.0,5000000.0,7.0,16651,1,3.0
1419,Next Friday,2000,USA,98,English,R,57176582.0,9500000.0,6.0999999,27492,0,3.0
1420,Nine Queens,2000,Argentina,114,Spanish,R,1221261.0,1500000.0,7.9000001,38215,1,3.0
1421,Nurse Betty,2000,Germany,110,English,R,25167270.0,24000000.0,6.30000019,30119,0,3.0
1422,Nutty Professor II: The Klumps,2000,USA,109,English,PG-13,123307945.0,65000000.0,4.30000019,39391,0,3.0
1423,"O Brother, Where Art Thou?",2000,UK,107,English,PG-13,45506619.0,26000000.0,7.80000019,225102,1,3.0
1424,Pandaemonium,2000,UK,124,English,PG-13,0.0,15000000.0,6.5999999,695,0,3.0
1425,Pay It Forward,2000,USA,123,English,PG-13,33508922.0,40000000.0,7.19999981,95860,1,3.0
1426,Pitch Black,2000,USA,112,English,R,39235088.0,23000000.0,7.0999999,193962,1,3.0
1427,Pok̩mon 3: The Movie,2000,Japan,93,Japanese,G,0.0,16000000.0,5.5999999,9066,0,3.0
1428,Pollock,2000,USA,122,English,R,8596914.0,6000000.0,7.0,23023,1,3.0
1429,Proof of Life,2000,USA,135,English,R,32598931.0,65000000.0,6.19999981,49300,0,3.0
1430,Psycho Beach Party,2000,Australia,85,English,Unrated,265107.0,1500000.0,6.30000019,4617,0,3.0
1431,Quills,2000,UK,124,English,R,7060876.0,13500000.0,7.4000001,44795,1,3.0
1432,Ready to Rumble,2000,USA,107,English,PG-13,12372410.0,24000000.0,5.30000019,11709,0,3.0
1433,Red Planet,2000,USA,106,English,PG-13,17473245.0,70000000.0,5.69999981,47612,0,3.0
1434,Reindeer Games,2000,USA,124,English,R,23360779.0,34000000.0,5.69999981,31113,0,3.0
1435,Remember the Titans,2000,USA,120,English,PG,115648585.0,30000000.0,7.80000019,160776,1,3.0
1436,Requiem for a Dream,2000,USA,102,English,R,3609278.0,4500000.0,8.39999962,573541,1,3.0
1437,Return to Me,2000,USA,115,English,PG,32662299.0,24000000.0,6.9000001,16469,0,3.0
1438,Road Trip,2000,USA,94,English,R,68525609.0,15600000.0,6.5,132963,0,3.0
1439,Romeo Must Die,2000,USA,115,English,R,55973336.0,25000000.0,6.0999999,57040,0,3.0
1440,Rugrats in Paris: The Movie,2000,Germany,78,English,G,76501438.0,30000000.0,6.0999999,8146,0,3.0
1441,Scream 3,2000,USA,116,English,R,89138076.0,40000000.0,5.5,98535,0,3.0
1442,Screwed,2000,USA,81,English,PG-13,6982680.0,10000000.0,5.69999981,6965,0,3.0
1443,Sexy Beast,2000,UK,89,English,R,6940281.0,0.0,7.30000019,43135,1,3.0
1444,Shadow of the Vampire,2000,UK,92,English,R,8279017.0,8000000.0,6.9000001,34191,0,3.0
1445,Shaft,2000,Germany,99,English,R,70327868.0,46000000.0,5.9000001,58416,0,3.0
1446,Shanghai Noon,2000,USA,110,English,PG-13,56932305.0,55000000.0,6.5999999,96690,0,3.0
1447,Small Time Crooks,2000,USA,94,English,PG,17071230.0,18000000.0,6.69999981,31169,0,3.0
1448,Snatch,2000,UK,104,English,R,30093107.0,6000000.0,8.30000019,600996,1,3.0
1449,Snatch,2000,UK,104,English,R,30093107.0,6000000.0,8.30000019,600996,1,3.0
1450,Snow Day,2000,USA,89,English,PG,60008303.0,13000000.0,4.9000001,9285,0,3.0
1451,Songcatcher,2000,USA,109,English,PG-13,3050934.0,1800000.0,7.30000019,2794,1,3.0
1452,Space Cowboys,2000,USA,130,English,PG-13,90454043.0,65000000.0,6.4000001,60165,0,3.0
1453,Supernova,2000,USA,91,English,PG-13,14218868.0,65000000.0,4.80000019,14596,0,3.0
1454,Tadpole,2000,USA,78,English,PG-13,2882062.0,150000.0,6.30000019,5178,0,3.0
